sentence,label
এই ফিতিবিত ফ্রিয় মানুষওন চারা বাচি তাহা হস্টগর কিন্তু অসম্বব নয়,Chittagong
হনিকার লাই হনিকার জিবন তিয়াই ন তাকে,Chittagong
হনিকারে প্রচন্ডভাবে বালবাসার মাযে এক দরনঅর দুর্বলতা আচে,Chittagong
ফোয়া আর মাইফোয়া বন্দু অইত ফারে কিন্তু ইতারা এক সময় অবশ্যই একজন আরেকজন অর ফ্রেমঅত ফরিবো,Chittagong
ফোয়াওক্কল অর লাই ফিতিবিত বেজ্ঞুনরতুন বেরা মুল্যবান অইলদি মাইফোয়াঅক্কলর আসি,Chittagong
তোঁয়ারে দুইচোক বরি দেহা আইযো বাকি,Chittagong
তোঁয়ারে হাঁচে আই বেরাই দরা আইযো বাকি,Chittagong
আঁর বউত টান্ডা লাগের,Chittagong
আঁর মন হারাফ,Chittagong
অনর কি মন হারাফ নে,Chittagong
তোঁয়ার কি মন হারাফ নে,Chittagong
আব্বু আঁর লাই লাল হঅর কিনি আইন্নে,Chittagong
আঁর বন্দু আঁরে এক্কান লাল শারি কিনি দিয়্যে,Chittagong
আঁর বন্দু আঁরে ওজ্ঞা লাল গোলাপ কিনি দিয়্যে,Chittagong
আঁর আম্মু আঁরে লই ফার্ক অত বেরাইতো যাইবো,Chittagong
বালবাসা যিয়ান যত গোফন অই বালাবাসা ইয়ান তত গবীর,Chittagong
বালবাসা ফাইবারতুন বরা বালবাসা দিয়ায় বেশি আনন্দ,Chittagong
তুঁই যদি হনিকারে বালবাসো তইলে ইতারে চারি দ,Chittagong
যদি ইতে তোঁয়ার হাচে ফিরি আয়্যিয়ে তইলে ইতে তোঁয়ারই আচিল,Chittagong
আর যদি ফিরি ন আইয়্যে তইলে ইতে হন অত্তে তোঁয়ার ন আচিল,Chittagong
যেত্তে হনো ফুরুষ হনো নারিরে বালবাসে এত্তে ইতে ইবার লাই বেজ্ঞিন গরিত ফারে,Chittagong
মুকে মুকে এগাযা বালবাসি বালবাসি হওয়ারতুন বেরা আঁর মনো অয় বালবাসার মানুষ্যারে বুজিত ফারা আন বউত বর বেফার,Chittagong
বালবাসা মানে একজন আরেকজন অরে বুজিত ফারা,Chittagong
আঁই যে মানুষ্যারে বালবাইসসম ইতারে যদি বুজিত ন ফারি তইলে এই ফ্রেমর হনো অর্ত আচে বলি মনে ন অয়,Chittagong
নিজে অসুকি অয় অন্যরে বালবাসি সুকি গরা ন যায়,Chittagong
হনিকাই অনর জিবন অত সুক আনি দিবো বাবি হনিকার লই ফ্রেমত ন জরাইবান,Chittagong
অনে হনিজার জিবন অত সুক আনি দিবান বাবি ফ্রেম গরন,Chittagong
সত্যিকারওর বালবাসা শুদু বালবাসার মানুষ্যারে সুকি গইরতো চায় তাত্তুন হনো ফ্রতিফান আশা ন গরে,Chittagong
বালবাসা মানি হনিকারে জয় গরা নয় বরং নিজেই হনিকার লাই আরি জন,Chittagong
অনে হনোঅত্তে ন ফারিবান অন্য হনিকার বালবাসারে চিনায় লইত কিনবা জোর গরি অন্যর বাল লাগার মানুষ অইত,Chittagong
চোকর চাম্মে যারারে দেহন তারারে আগামি হালিয়া দেহিবান কিনা তারও হনো নিচ্চয়তা নেই,Chittagong
গম লাগে তোঁয়ার অই হাজল হালো চোক,Chittagong
তোঁয়ার মনোর হতা আযিয়া আঁরে কুল হ,Chittagong
"আঁর আত্তান দরি সাম্ম্র ফতঅত আগায় চলো, ফিচন ফিরি আর আঁরা ন চাইয়্যুম",Chittagong
গোলাপ ফুল দিয়্যুম আঁই তোয়াঁর আতত,Chittagong
এই মন আজিয়া আঁই তোয়াঁরে দিলাম,Chittagong
তোঁয়ার অই মন আঁই লই লইলাম,Chittagong
আযার হতার মাযে এক্কান মন অর হতা লুকায় তাকে,Chittagong
বেজ্ঞিন হতা মুকে হওয়া ন যাই,Chittagong
আযার হতার মাযে অই এক্কান হতা বুযি ল ফরে,Chittagong
যতদিন বাচি তাইক্কম তোঁয়ারে মনত রাইক্কম,Chittagong
যত হস্ট ওক মানি লইয়্যুম তারফরও আযিবন তোঁয়ারেই বালবাইসসম,Chittagong
